churn_event_id,account_id,churn_date,reason_code,refund_amount_usd,preceding_upgrade_flag,preceding_downgrade_flag,is_reactivation,feedback_text,churn_month,churn_year,churn_month_label,churn_category
C-be8018,A-684255,2024-07-03,unknown,0.0,0,0,0,too expensive,7,2024,2024-07,OTHER
C-23ca8f,A-d77f4c,2024-10-03,unknown,0.0,0,1,0,,10,2024,2024-10,OTHER
C-2d0569,A-c7ffc2,2023-11-11,features,174.92,0,0,0,missing features,11,2023,2023-11,PRODUCT
C-4c523f,A-05d3b3,2024-03-12,unknown,0.0,0,0,0,switched to competitor,3,2024,2024-03,OTHER
C-57a768,A-702032,2024-04-18,features,10.5,0,0,0,switched to competitor,4,2024,2024-04,PRODUCT
C-573a5c,A-dec005,2024-11-23,support,0.0,0,0,0,missing features,11,2024,2024-11,SUPPORT
C-b7dfcd,A-726cfa,2024-08-08,support,122.11,0,0,0,too expensive,8,2024,2024-08,SUPPORT
C-8c9a9a,A-9f0b68,2024-08-10,features,0.0,1,0,0,too expensive,8,2024,2024-08,PRODUCT
C-2ce12e,A-712426,2024-11-26,pricing,0.0,0,0,1,,11,2024,2024-11,OTHER
C-18b303,A-7641d3,2024-06-07,unknown,96.35,0,0,0,missing features,6,2024,2024-06,OTHER
C-b6bc5f,A-bb1486,2024-11-23,competitor,0.0,0,1,1,switched to competitor,11,2024,2024-11,COMPETITION
C-8cce4c,A-fa3095,2023-12-23,support,0.0,0,0,0,missing features,12,2023,2023-12,SUPPORT
C-8fcdf5,A-310452,2024-12-27,budget,0.0,0,0,0,too expensive,12,2024,2024-12,PRICING
C-ddade1,A-463db0,2024-12-30,features,0.0,0,0,1,,12,2024,2024-12,PRODUCT
C-5689de,A-00bed1,2024-01-03,unknown,21.17,0,0,0,,1,2024,2024-01,OTHER
C-2f61e8,A-ad3abd,2023-07-12,competitor,0.0,0,0,0,,7,2023,2023-07,COMPETITION
C-4dc992,A-39b19f,2023-03-11,unknown,0.0,0,0,0,,3,2023,2023-03,OTHER
C-17fb24,A-cc1d8d,2024-12-19,unknown,217.22,0,0,0,too expensive,12,2024,2024-12,OTHER
C-21efb6,A-fa2041,2024-07-13,competitor,0.0,0,0,0,switched to competitor,7,2024,2024-07,COMPETITION
C-486194,A-2ebb4b,2024-12-29,features,0.0,1,0,1,missing features,12,2024,2024-12,PRODUCT
C-3091b6,A-eb1312,2024-10-03,unknown,0.0,0,0,0,,10,2024,2024-10,OTHER
C-b37401,A-dfbd31,2024-12-19,unknown,0.0,0,0,0,too expensive,12,2024,2024-12,OTHER
C-c93006,A-4e0e85,2023-11-16,competitor,0.0,0,1,0,too expensive,11,2023,2023-11,COMPETITION
C-cea92d,A-2e4581,2024-12-05,competitor,0.0,1,0,0,,12,2024,2024-12,COMPETITION
C-f7846a,A-117171,2024-10-13,budget,0.0,0,0,0,switched to competitor,10,2024,2024-10,PRICING
C-f5a863,A-e7a1e2,2024-09-30,budget,6.2,0,0,1,,9,2024,2024-09,PRICING
C-056c32,A-1e6fc3,2024-03-20,pricing,0.0,0,0,0,switched to competitor,3,2024,2024-03,OTHER
C-75abb3,A-ac9111,2024-06-25,budget,0.0,1,0,0,missing features,6,2024,2024-06,PRICING
C-17377e,A-ee42db,2024-03-07,pricing,0.0,0,0,0,missing features,3,2024,2024-03,OTHER
C-d84a6d,A-a45270,2024-11-12,pricing,0.0,0,0,0,missing features,11,2024,2024-11,OTHER
C-66b3fa,A-378b99,2024-10-12,pricing,0.0,0,0,0,switched to competitor,10,2024,2024-10,OTHER
C-600a7c,A-9ee962,2024-10-03,support,0.0,0,1,0,,10,2024,2024-10,SUPPORT
C-7aa94d,A-038089,2024-12-25,features,19.34,0,0,0,too expensive,12,2024,2024-12,PRODUCT
C-c6a403,A-684255,2024-05-04,budget,0.0,0,0,1,missing features,5,2024,2024-05,PRICING
C-d3e2ab,A-f1f639,2023-10-18,competitor,0.0,0,0,1,missing features,10,2023,2023-10,COMPETITION
C-b3c3ce,A-9f2731,2024-10-15,features,0.0,0,0,0,,10,2024,2024-10,PRODUCT
C-d7de9d,A-8b0451,2024-12-29,budget,0.0,0,0,0,too expensive,12,2024,2024-12,PRICING
C-2447b3,A-c45b23,2024-03-24,support,0.0,0,0,1,missing features,3,2024,2024-03,SUPPORT
C-155feb,A-82861f,2024-05-17,support,0.0,0,0,0,,5,2024,2024-05,SUPPORT
C-5f450a,A-c1e51e,2024-12-20,support,0.0,0,0,0,switched to competitor,12,2024,2024-12,SUPPORT
C-721738,A-d42431,2024-06-26,pricing,0.0,0,0,0,missing features,6,2024,2024-06,OTHER
C-33fc6a,A-c16101,2024-12-19,features,0.0,0,1,0,,12,2024,2024-12,PRODUCT
C-4691eb,A-7c83a1,2024-05-19,unknown,0.0,1,0,0,,5,2024,2024-05,OTHER
C-2cec7e,A-ce550d,2024-12-28,budget,0.0,1,0,0,too expensive,12,2024,2024-12,PRICING
C-71ff03,A-f19409,2023-05-25,features,0.0,0,1,0,too expensive,5,2023,2023-05,PRODUCT
C-2a64c7,A-029f69,2024-06-17,budget,0.0,0,0,0,,6,2024,2024-06,PRICING
C-5899b9,A-484819,2023-06-29,support,0.0,1,0,0,,6,2023,2023-06,SUPPORT
C-7e5a22,A-6965e1,2024-12-09,features,0.0,0,0,0,,12,2024,2024-12,PRODUCT
C-c3815e,A-6965e1,2024-12-04,unknown,0.0,0,0,0,switched to competitor,12,2024,2024-12,OTHER
C-190a42,A-5fe118,2024-12-16,features,114.86,0,0,0,,12,2024,2024-12,PRODUCT
C-d2077d,A-cab532,2024-07-10,support,0.0,1,0,0,too expensive,7,2024,2024-07,SUPPORT
C-3b6b00,A-9289f6,2023-08-24,support,17.93,0,0,0,too expensive,8,2023,2023-08,SUPPORT
C-42ca6e,A-1b9609,2024-02-02,pricing,0.0,1,0,0,too expensive,2,2024,2024-02,OTHER
C-d9a1f3,A-118f1c,2024-12-17,budget,0.0,0,0,0,,12,2024,2024-12,PRICING
C-217360,A-76fa4d,2024-12-03,pricing,31.49,0,0,0,too expensive,12,2024,2024-12,OTHER
C-aa3075,A-7dacce,2024-12-27,budget,0.0,0,0,0,missing features,12,2024,2024-12,PRICING
C-3f2f59,A-a8b49c,2024-06-17,features,0.0,0,0,0,missing features,6,2024,2024-06,PRODUCT
C-4f6e40,A-cb5333,2024-08-11,features,0.0,0,0,0,too expensive,8,2024,2024-08,PRODUCT
C-2f95dd,A-f19409,2023-03-26,competitor,0.0,0,1,0,switched to competitor,3,2023,2023-03,COMPETITION
C-38b77f,A-a8d89d,2024-01-18,features,0.0,0,0,0,switched to competitor,1,2024,2024-01,PRODUCT
C-58deed,A-81edc3,2024-12-16,support,0.0,0,0,0,too expensive,12,2024,2024-12,SUPPORT
C-86f8a6,A-ccc747,2024-04-15,budget,0.0,0,0,0,switched to competitor,4,2024,2024-04,PRICING
C-5d91cd,A-3f9cc0,2024-08-09,features,0.0,0,0,0,,8,2024,2024-08,PRODUCT
C-bfcee5,A-8e47ca,2024-12-31,support,0.0,0,0,0,missing features,12,2024,2024-12,SUPPORT
C-450414,A-87aa7b,2024-12-26,budget,0.0,1,0,0,switched to competitor,12,2024,2024-12,PRICING
C-dd4207,A-f45426,2024-08-05,competitor,47.17,0,0,0,missing features,8,2024,2024-08,COMPETITION
C-d4c4c6,A-09540c,2024-03-05,unknown,71.44,0,0,0,,3,2024,2024-03,OTHER
C-149fc9,A-e1462e,2024-12-05,competitor,0.0,0,0,0,switched to competitor,12,2024,2024-12,COMPETITION
C-de3fd0,A-19b2c8,2024-08-16,pricing,0.0,0,0,0,missing features,8,2024,2024-08,OTHER
C-577ffa,A-10b8f2,2024-06-04,support,0.0,1,0,0,too expensive,6,2024,2024-06,SUPPORT
C-a77075,A-32728c,2023-01-25,pricing,0.0,1,0,0,switched to competitor,1,2023,2023-01,OTHER
C-4cdb6f,A-f25509,2024-06-15,pricing,0.0,0,0,0,missing features,6,2024,2024-06,OTHER
C-a9e0c4,A-94d3da,2024-04-12,competitor,0.0,0,0,0,switched to competitor,4,2024,2024-04,COMPETITION
C-0f0386,A-751c58,2024-09-17,budget,64.22,0,0,0,switched to competitor,9,2024,2024-09,PRICING
C-3c8ea9,A-7641d3,2023-11-10,support,35.05,1,0,0,missing features,11,2023,2023-11,SUPPORT
C-66c9fe,A-86902e,2024-12-07,features,0.0,0,0,0,,12,2024,2024-12,PRODUCT
C-533d1c,A-1619f8,2024-07-19,competitor,0.0,0,0,0,,7,2024,2024-07,COMPETITION
C-02719d,A-5247b3,2024-10-12,support,28.84,0,1,0,missing features,10,2024,2024-10,SUPPORT
C-16ef52,A-9b9fe9,2024-09-04,features,0.0,0,0,0,switched to competitor,9,2024,2024-09,PRODUCT
C-6d80a6,A-02fac6,2024-08-21,support,0.0,0,0,0,missing features,8,2024,2024-08,SUPPORT
C-23d5a9,A-54ecc2,2024-09-22,pricing,0.0,0,0,0,too expensive,9,2024,2024-09,OTHER
C-2e9b92,A-855a48,2024-08-01,unknown,7.92,0,0,0,too expensive,8,2024,2024-08,OTHER
C-a8e84b,A-c1dfe1,2024-06-06,features,0.0,0,0,0,missing features,6,2024,2024-06,PRODUCT
C-edb201,A-a7bd4b,2024-10-15,features,0.0,0,0,0,too expensive,10,2024,2024-10,PRODUCT
C-92e7a2,A-d535f6,2024-10-05,unknown,0.0,1,0,0,missing features,10,2024,2024-10,OTHER
C-990050,A-4f18f0,2024-12-01,features,0.0,0,0,0,missing features,12,2024,2024-12,PRODUCT
C-e49016,A-b7724f,2024-09-01,competitor,111.42,0,0,1,switched to competitor,9,2024,2024-09,COMPETITION
C-151fb1,A-fd7ad3,2024-12-19,support,0.0,1,0,1,missing features,12,2024,2024-12,SUPPORT
C-9b229e,A-249769,2024-06-12,pricing,0.0,0,0,1,too expensive,6,2024,2024-06,OTHER
C-d33672,A-a1b80b,2024-07-11,budget,12.99,0,0,1,switched to competitor,7,2024,2024-07,PRICING
C-f180f4,A-ac14bb,2024-10-01,competitor,0.0,0,0,0,too expensive,10,2024,2024-10,COMPETITION
C-d8d1fd,A-5b1bcd,2024-08-07,competitor,4.45,0,0,0,,8,2024,2024-08,COMPETITION
C-f918d7,A-202b67,2024-03-30,features,69.59,0,0,0,,3,2024,2024-03,PRODUCT
C-a77cbf,A-bad8c1,2023-10-04,unknown,0.0,0,0,1,too expensive,10,2023,2023-10,OTHER
C-f5dfda,A-2446e3,2024-07-20,competitor,34.87,1,1,1,missing features,7,2024,2024-07,COMPETITION
C-9b80de,A-533452,2024-12-01,pricing,132.32,0,0,0,missing features,12,2024,2024-12,OTHER
C-515343,A-b54c01,2024-10-23,budget,0.0,1,0,0,too expensive,10,2024,2024-10,PRICING
C-da7b0d,A-2ebb4b,2023-08-04,pricing,0.0,0,0,0,missing features,8,2023,2023-08,OTHER
C-efed73,A-9123ac,2024-10-23,competitor,0.0,1,0,0,missing features,10,2024,2024-10,COMPETITION
C-8d2855,A-8bde0c,2024-12-30,pricing,0.0,0,0,0,,12,2024,2024-12,OTHER
C-992f28,A-f44180,2023-04-29,competitor,38.15,0,0,0,too expensive,4,2023,2023-04,COMPETITION
C-d47c85,A-c37601,2024-12-17,support,0.0,0,0,0,switched to competitor,12,2024,2024-12,SUPPORT
C-ad8b54,A-a09355,2024-09-13,support,0.0,1,0,0,,9,2024,2024-09,SUPPORT
C-89198d,A-038089,2024-10-21,competitor,0.0,0,0,0,,10,2024,2024-10,COMPETITION
C-f33efc,A-8ed5dd,2024-10-30,support,0.0,1,1,0,switched to competitor,10,2024,2024-10,SUPPORT
C-13ca3a,A-313be3,2024-03-23,features,43.03,0,0,0,too expensive,3,2024,2024-03,PRODUCT
C-07f6e3,A-e888d1,2023-06-06,budget,0.0,0,0,0,too expensive,6,2023,2023-06,PRICING
C-65b589,A-7a0d69,2024-12-05,competitor,0.0,0,1,0,switched to competitor,12,2024,2024-12,COMPETITION
C-ea6df1,A-e51ec7,2024-04-07,budget,0.0,0,0,0,switched to competitor,4,2024,2024-04,PRICING
C-f78dc9,A-1619f8,2024-09-21,budget,0.0,0,0,0,,9,2024,2024-09,PRICING
C-9d9bff,A-f5641b,2024-06-17,features,0.0,0,0,0,too expensive,6,2024,2024-06,PRODUCT
C-9d8799,A-dfbd31,2024-01-01,features,0.0,1,0,0,too expensive,1,2024,2024-01,PRODUCT
C-2fb169,A-0532a9,2024-10-09,pricing,2.4,0,0,0,too expensive,10,2024,2024-10,OTHER
C-3bac11,A-f5641b,2024-04-20,pricing,0.0,0,0,0,too expensive,4,2024,2024-04,OTHER
C-49868d,A-309e54,2024-12-14,support,106.67,0,0,0,missing features,12,2024,2024-12,SUPPORT
C-27770c,A-7988d1,2024-06-19,competitor,16.89,0,0,0,too expensive,6,2024,2024-06,COMPETITION
C-118bea,A-65aeb5,2024-12-02,budget,0.0,1,0,1,missing features,12,2024,2024-12,PRICING
C-cf17ca,A-e08cd3,2024-12-17,features,0.0,0,0,0,too expensive,12,2024,2024-12,PRODUCT
C-25c0d2,A-e693b6,2024-10-10,budget,0.0,0,1,0,missing features,10,2024,2024-10,PRICING
C-05224a,A-f17767,2023-05-03,pricing,0.0,1,0,0,,5,2023,2023-05,OTHER
C-fe7ee4,A-b44e3e,2024-04-14,unknown,0.0,0,0,0,switched to competitor,4,2024,2024-04,OTHER
C-14ac13,A-68f37c,2024-12-18,features,0.0,0,0,1,too expensive,12,2024,2024-12,PRODUCT
C-fa1c87,A-342303,2024-03-20,features,0.0,0,0,0,switched to competitor,3,2024,2024-03,PRODUCT
C-29b7f7,A-8ae05d,2024-08-30,unknown,0.0,0,0,0,missing features,8,2024,2024-08,OTHER
C-22b92e,A-32fb14,2024-04-03,features,0.0,0,0,0,too expensive,4,2024,2024-04,PRODUCT
C-46580a,A-81edc3,2024-03-03,unknown,0.0,0,0,0,missing features,3,2024,2024-03,OTHER
C-ef9abf,A-a33200,2024-10-07,features,21.61,1,0,0,too expensive,10,2024,2024-10,PRODUCT
C-88a176,A-d922bf,2024-12-06,support,11.13,0,1,0,too expensive,12,2024,2024-12,SUPPORT
C-681c7b,A-ff3c73,2024-05-09,competitor,2.42,0,0,0,missing features,5,2024,2024-05,COMPETITION
C-ca1941,A-37f969,2024-11-03,pricing,0.0,0,0,0,too expensive,11,2024,2024-11,OTHER
C-7fcce6,A-4bfa33,2024-12-08,unknown,0.0,0,0,0,missing features,12,2024,2024-12,OTHER
C-5328d6,A-0b0d6d,2024-12-31,competitor,0.0,0,0,0,,12,2024,2024-12,COMPETITION
C-cd7797,A-a8d89d,2024-08-26,pricing,0.0,0,0,0,,8,2024,2024-08,OTHER
C-7f0644,A-ae052e,2024-10-17,budget,0.0,0,0,0,too expensive,10,2024,2024-10,PRICING
C-2d4533,A-117171,2024-10-22,features,102.86,0,0,0,switched to competitor,10,2024,2024-10,PRODUCT
C-d9410c,A-87aa7b,2024-06-19,pricing,136.0,0,1,0,missing features,6,2024,2024-06,OTHER
C-75fdd6,A-0f7d77,2024-11-09,competitor,0.0,0,0,1,missing features,11,2024,2024-11,COMPETITION
C-3018d4,A-34ea2f,2024-10-19,unknown,1.85,1,0,0,too expensive,10,2024,2024-10,OTHER
C-fcbd6e,A-1e1b80,2024-11-13,features,0.0,0,0,0,switched to competitor,11,2024,2024-11,PRODUCT
C-79999b,A-58b9ff,2024-10-10,pricing,0.0,0,0,0,too expensive,10,2024,2024-10,OTHER
C-62ad35,A-6965e1,2024-12-02,budget,0.0,0,0,0,,12,2024,2024-12,PRICING
C-f0bd80,A-117171,2024-11-14,pricing,0.0,0,0,0,,11,2024,2024-11,OTHER
C-f49d4c,A-65c341,2024-12-16,unknown,0.0,0,0,0,switched to competitor,12,2024,2024-12,OTHER
C-462222,A-ae052e,2023-10-07,support,0.0,0,0,0,too expensive,10,2023,2023-10,SUPPORT
C-f68651,A-eafc6e,2024-12-12,unknown,0.0,0,0,0,,12,2024,2024-12,OTHER
C-9c4603,A-c58f49,2024-09-21,support,7.6,0,0,0,switched to competitor,9,2024,2024-09,SUPPORT
C-c179a3,A-e7beab,2024-04-25,features,0.0,0,1,0,missing features,4,2024,2024-04,PRODUCT
C-2c9dae,A-b179bf,2024-11-25,features,0.0,0,0,0,,11,2024,2024-11,PRODUCT
C-2c86b1,A-afa505,2024-03-02,support,0.0,1,0,0,missing features,3,2024,2024-03,SUPPORT
C-1172fe,A-4a267b,2024-06-17,support,64.54,0,0,0,missing features,6,2024,2024-06,SUPPORT
C-4f6d90,A-6a7c9d,2024-11-15,features,178.84,0,0,0,missing features,11,2024,2024-11,PRODUCT
C-f51f1d,A-32fb14,2024-04-28,competitor,0.0,0,0,0,too expensive,4,2024,2024-04,COMPETITION
C-bd5e5e,A-bd4513,2024-12-09,budget,35.14,0,0,0,too expensive,12,2024,2024-12,PRICING
C-9fd0cf,A-eb7fac,2024-07-22,unknown,0.0,0,0,0,switched to competitor,7,2024,2024-07,OTHER
C-dcbfa4,A-4e44e8,2024-08-25,features,35.48,1,0,0,too expensive,8,2024,2024-08,PRODUCT
C-f1268a,A-32728c,2024-07-19,budget,7.58,1,0,1,missing features,7,2024,2024-07,PRICING
C-0b2d8c,A-1b9609,2024-01-02,unknown,0.0,0,0,0,switched to competitor,1,2024,2024-01,OTHER
C-26865a,A-854864,2024-12-24,support,8.47,1,0,0,switched to competitor,12,2024,2024-12,SUPPORT
C-fba952,A-118d55,2024-12-27,pricing,0.0,0,0,0,too expensive,12,2024,2024-12,OTHER
C-e4261a,A-417d2f,2024-12-30,budget,0.0,0,0,0,missing features,12,2024,2024-12,PRICING
C-ab36fc,A-f03140,2024-10-03,competitor,0.0,0,0,0,missing features,10,2024,2024-10,COMPETITION
C-fdb715,A-241e75,2024-10-11,unknown,0.0,0,0,0,,10,2024,2024-10,OTHER
C-fcfc3c,A-98a59a,2024-09-11,support,0.0,1,0,0,switched to competitor,9,2024,2024-09,SUPPORT
C-a119b0,A-9f2731,2024-12-09,unknown,136.94,0,0,0,missing features,12,2024,2024-12,OTHER
C-cdb4d0,A-c222ab,2024-10-05,support,0.0,0,0,0,,10,2024,2024-10,SUPPORT
C-d08588,A-e51ec7,2024-01-15,budget,0.0,0,0,0,too expensive,1,2024,2024-01,PRICING
C-1eead2,A-5790f4,2024-12-26,support,51.18,1,0,0,too expensive,12,2024,2024-12,SUPPORT
C-9b6151,A-2bc93d,2024-08-15,competitor,99.1,0,0,1,switched to competitor,8,2024,2024-08,COMPETITION
C-cfb464,A-eb2fdc,2024-05-26,competitor,0.0,0,0,0,missing features,5,2024,2024-05,COMPETITION
C-249af9,A-ac14bb,2024-08-29,pricing,128.79,0,0,0,switched to competitor,8,2024,2024-08,OTHER
C-193426,A-7988d1,2024-12-24,unknown,0.0,0,0,0,missing features,12,2024,2024-12,OTHER
C-6a6704,A-180abf,2024-05-08,support,0.0,0,0,0,switched to competitor,5,2024,2024-05,SUPPORT
C-e41103,A-180abf,2024-05-04,competitor,0.0,0,0,0,,5,2024,2024-05,COMPETITION
C-53546c,A-e61e98,2024-10-19,features,0.0,0,1,0,switched to competitor,10,2024,2024-10,PRODUCT
C-f6f8a5,A-2d1036,2024-10-28,pricing,39.09,1,0,1,switched to competitor,10,2024,2024-10,OTHER
C-551bc8,A-87aa7b,2024-06-07,budget,0.0,0,0,0,,6,2024,2024-06,PRICING
C-31a49a,A-9123ac,2024-04-05,support,0.0,1,0,1,too expensive,4,2024,2024-04,SUPPORT
C-ef2329,A-0f6450,2024-12-30,competitor,0.0,0,1,0,,12,2024,2024-12,COMPETITION
C-88877a,A-313be3,2023-12-09,competitor,0.0,1,0,0,,12,2023,2023-12,COMPETITION
C-28085c,A-4bfa33,2024-12-21,budget,92.5,0,0,0,,12,2024,2024-12,PRICING
C-5f203c,A-80eeb6,2024-02-09,budget,0.0,0,0,0,too expensive,2,2024,2024-02,PRICING
C-a6d0e1,A-b179bf,2024-12-05,features,0.0,0,0,0,missing features,12,2024,2024-12,PRODUCT
C-95a18e,A-241e75,2024-12-19,features,0.0,1,0,0,switched to competitor,12,2024,2024-12,PRODUCT
C-b0b16c,A-ae052e,2024-12-14,competitor,0.0,0,0,0,too expensive,12,2024,2024-12,COMPETITION
C-dfe189,A-05f0e5,2024-11-25,features,72.19,1,0,0,,11,2024,2024-11,PRODUCT
C-9fe257,A-157070,2024-12-27,features,0.0,0,0,0,too expensive,12,2024,2024-12,PRODUCT
C-c1bc7e,A-993085,2023-09-20,features,0.0,0,0,0,,9,2023,2023-09,PRODUCT
C-27e9c1,A-c16b88,2024-06-01,competitor,0.0,1,0,0,switched to competitor,6,2024,2024-06,COMPETITION
C-8f8593,A-05d3b3,2024-09-09,unknown,0.0,0,0,0,switched to competitor,9,2024,2024-09,OTHER
C-9775db,A-331424,2024-02-21,competitor,0.0,0,0,0,switched to competitor,2,2024,2024-02,COMPETITION
C-3efa9b,A-cdf020,2024-11-07,support,0.0,0,0,1,too expensive,11,2024,2024-11,SUPPORT
C-917c1d,A-39868b,2024-05-24,budget,0.0,1,0,1,too expensive,5,2024,2024-05,PRICING
C-2d659a,A-72799b,2024-05-05,pricing,0.0,1,0,0,switched to competitor,5,2024,2024-05,OTHER
C-5d9db3,A-39868b,2024-05-06,unknown,0.0,0,0,0,,5,2024,2024-05,OTHER
C-0c829f,A-c7ffc2,2023-04-15,budget,0.0,0,0,0,too expensive,4,2023,2023-04,PRICING
C-83b55f,A-5790f4,2024-12-25,features,392.92,0,0,0,switched to competitor,12,2024,2024-12,PRODUCT
C-fa6149,A-3d957b,2024-05-05,budget,0.0,0,0,0,too expensive,5,2024,2024-05,PRICING
C-76d762,A-51ec1b,2023-12-09,unknown,0.0,1,0,1,too expensive,12,2023,2023-12,OTHER
C-4b071b,A-118d55,2024-11-25,unknown,0.0,1,1,0,missing features,11,2024,2024-11,OTHER
C-b3431e,A-e3bd71,2023-12-30,support,0.0,0,1,0,switched to competitor,12,2023,2023-12,SUPPORT
C-9a1ccc,A-b2af2e,2024-11-14,pricing,0.0,0,0,0,,11,2024,2024-11,OTHER
C-cb924b,A-089363,2023-11-27,pricing,0.0,0,0,0,switched to competitor,11,2023,2023-11,OTHER
C-a47d71,A-f51f16,2024-07-07,features,0.0,0,0,0,switched to competitor,7,2024,2024-07,PRODUCT
C-33c706,A-ffdfd5,2024-08-08,features,0.0,0,0,0,missing features,8,2024,2024-08,PRODUCT
C-901c1a,A-425e76,2023-08-10,competitor,0.0,0,0,0,too expensive,8,2023,2023-08,COMPETITION
C-481838,A-af0cd2,2023-10-26,unknown,0.0,0,1,0,switched to competitor,10,2023,2023-10,OTHER
C-ff002d,A-8ed5dd,2024-11-02,unknown,0.0,0,0,0,,11,2024,2024-11,OTHER
C-1cf079,A-354f12,2024-09-19,competitor,0.0,0,1,0,missing features,9,2024,2024-09,COMPETITION
C-f17b79,A-65c341,2024-03-07,support,0.0,0,0,0,too expensive,3,2024,2024-03,SUPPORT
C-020446,A-0cc442,2024-10-06,unknown,0.0,1,0,1,switched to competitor,10,2024,2024-10,OTHER
C-9f95d3,A-157070,2024-01-06,features,0.0,0,0,0,too expensive,1,2024,2024-01,PRODUCT
C-54993f,A-c43359,2024-12-19,support,8.92,0,0,0,missing features,12,2024,2024-12,SUPPORT
C-75ddda,A-425e76,2023-12-25,competitor,0.0,0,0,0,too expensive,12,2023,2023-12,COMPETITION
C-d7ded6,A-e888d1,2024-11-29,features,6.38,0,0,0,switched to competitor,11,2024,2024-11,PRODUCT
C-ba8af4,A-bb3bd4,2024-06-30,unknown,0.0,0,0,0,missing features,6,2024,2024-06,OTHER
C-811879,A-ad64c6,2024-07-29,unknown,0.0,1,0,0,,7,2024,2024-07,OTHER
C-6736e4,A-3be56b,2024-01-10,competitor,0.0,1,0,0,,1,2024,2024-01,COMPETITION
C-0f75be,A-0baac2,2024-10-18,features,30.73,0,0,0,too expensive,10,2024,2024-10,PRODUCT
C-59d7bd,A-0f3e88,2024-08-11,budget,0.0,0,0,0,missing features,8,2024,2024-08,PRICING
C-d0f6d8,A-6e7827,2023-09-19,support,0.0,0,0,0,switched to competitor,9,2023,2023-09,SUPPORT
C-9c899e,A-1e1b80,2024-10-14,competitor,0.0,0,0,0,,10,2024,2024-10,COMPETITION
C-fad4d3,A-d77f4c,2024-12-03,unknown,0.0,0,0,0,too expensive,12,2024,2024-12,OTHER
C-07ec1f,A-bbc346,2024-11-03,competitor,15.46,0,0,0,switched to competitor,11,2024,2024-11,COMPETITION
C-156544,A-d42431,2024-10-12,budget,17.42,1,0,0,switched to competitor,10,2024,2024-10,PRICING
C-e11abb,A-cc102e,2024-04-25,unknown,50.06,0,0,0,switched to competitor,4,2024,2024-04,OTHER
C-d85c26,A-42e5e1,2024-10-04,pricing,0.0,0,0,1,too expensive,10,2024,2024-10,OTHER
C-d28d0e,A-1e1b80,2023-10-04,competitor,0.0,0,0,0,missing features,10,2023,2023-10,COMPETITION
C-3bf203,A-e19ff6,2024-06-27,competitor,0.0,0,0,0,switched to competitor,6,2024,2024-06,COMPETITION
C-326d32,A-34d880,2024-12-20,unknown,10.4,0,0,0,missing features,12,2024,2024-12,OTHER
C-44918f,A-9208f0,2024-09-15,unknown,0.0,1,0,1,too expensive,9,2024,2024-09,OTHER
C-cf246e,A-7f6b86,2024-07-10,pricing,5.27,0,0,0,,7,2024,2024-07,OTHER
C-e20cc6,A-cc102e,2024-11-19,pricing,0.0,0,0,0,too expensive,11,2024,2024-11,OTHER
C-1f4cc0,A-56962b,2024-08-26,pricing,0.0,1,0,0,,8,2024,2024-08,OTHER
C-0d470e,A-7a0d69,2024-12-29,budget,0.0,1,0,0,,12,2024,2024-12,PRICING
C-562e14,A-c16cf7,2024-11-08,budget,0.0,1,0,0,,11,2024,2024-11,PRICING
C-06b32c,A-2ebb4b,2023-08-19,pricing,0.0,0,0,0,missing features,8,2023,2023-08,OTHER
C-4bbb74,A-c37cab,2024-11-16,competitor,0.0,0,0,0,missing features,11,2024,2024-11,COMPETITION
C-8e5c25,A-9b9fe9,2023-12-27,features,27.92,0,0,0,too expensive,12,2023,2023-12,PRODUCT
C-8a2d9d,A-0651a4,2024-11-22,features,0.0,0,1,0,missing features,11,2024,2024-11,PRODUCT
C-d39666,A-3b37d9,2023-12-26,budget,0.0,0,0,0,,12,2023,2023-12,PRICING
C-ed4dcb,A-5a3eb9,2024-06-12,competitor,58.37,0,0,0,missing features,6,2024,2024-06,COMPETITION
C-105c4c,A-0a62f5,2024-12-07,budget,21.95,0,1,0,,12,2024,2024-12,PRICING
C-c3b1e4,A-df1e44,2024-10-17,budget,0.0,0,0,0,too expensive,10,2024,2024-10,PRICING
C-b6997d,A-4ae22a,2024-07-20,pricing,0.0,0,0,0,,7,2024,2024-07,OTHER
C-36d17e,A-ac85cd,2024-12-13,pricing,102.39,0,0,1,,12,2024,2024-12,OTHER
C-5cfad3,A-bece89,2023-12-16,budget,56.15,0,0,0,missing features,12,2023,2023-12,PRICING
C-56b504,A-ef84cf,2024-08-14,unknown,18.81,0,0,1,switched to competitor,8,2024,2024-08,OTHER
C-2bf465,A-84ebe4,2024-01-20,support,0.0,0,0,0,missing features,1,2024,2024-01,SUPPORT
C-54ce4f,A-6dee43,2024-01-14,pricing,143.8,0,0,0,switched to competitor,1,2024,2024-01,OTHER
C-bb53cb,A-94f8c9,2024-05-02,budget,0.0,0,0,0,,5,2024,2024-05,PRICING
C-c4e0b8,A-b179bf,2024-10-31,support,0.0,0,0,0,too expensive,10,2024,2024-10,SUPPORT
C-ba801a,A-7cfe77,2024-09-09,unknown,0.0,0,1,0,,9,2024,2024-09,OTHER
C-1f8fd5,A-e351e1,2024-12-04,support,0.0,1,1,1,,12,2024,2024-12,SUPPORT
C-f477c9,A-3f9cc0,2024-07-18,pricing,0.0,0,0,0,too expensive,7,2024,2024-07,OTHER
