subscription_id,account_id,start_date,end_date,plan_tier,seats,mrr_amount,arr_amount,is_trial,upgrade_flag,downgrade_flag,churn_flag,billing_frequency,auto_renew_flag,duration_days,duration_months,subscription_status
S-15a058,A-9208f0,2023-09-29,2024-04-03,PRO,2,98,1176,0,0,0,1,monthly,1,187.0,6.2,CHURNED
S-67474a,A-7d514c,2024-06-13,,PRO,17,833,9996,0,0,0,0,monthly,1,,,ACTIVE
S-8c767b,A-b07b56,2024-12-03,2024-12-09,ENTERPRISE,29,0,0,1,0,0,1,monthly,1,6.0,0.2,CHURNED
S-5bde76,A-cb5333,2024-09-08,,PRO,33,1617,19404,0,0,0,0,monthly,1,,,ACTIVE
S-746e1b,A-90a8c8,2024-09-17,,ENTERPRISE,73,14527,174324,0,0,0,0,annual,1,,,ACTIVE
S-460deb,A-832ec2,2024-11-27,,ENTERPRISE,22,4378,52536,0,1,0,0,annual,0,,,UPGRADED
S-62af97,A-05f0e5,2023-06-30,,PRO,46,2254,27048,0,0,0,0,annual,0,,,ACTIVE
S-7b01d4,A-cbbe12,2024-06-08,,PRO,49,2401,28812,0,1,0,0,monthly,1,,,UPGRADED
S-59f6b6,A-dec005,2024-11-10,,BASIC,21,399,4788,0,1,0,0,monthly,0,,,UPGRADED
S-8013f6,A-6a7c9d,2024-12-11,2024-12-20,BASIC,47,893,10716,0,0,0,1,monthly,1,9.0,0.3,CHURNED
S-dcd084,A-d27f50,2024-12-05,2024-12-09,ENTERPRISE,48,9552,114624,0,0,0,1,annual,1,4.0,0.1,CHURNED
S-8e6903,A-bd4708,2024-09-15,,BASIC,37,703,8436,0,0,0,0,monthly,0,,,ACTIVE
S-a96f6c,A-b30291,2024-10-23,,PRO,13,0,0,1,0,0,0,monthly,1,,,ACTIVE
S-7730b1,A-e51ec7,2024-05-01,,PRO,4,196,2352,0,0,0,0,annual,1,,,ACTIVE
S-62f048,A-c45b23,2024-02-13,,PRO,7,343,4116,0,0,0,0,monthly,1,,,ACTIVE
S-4f56f5,A-922109,2024-11-13,,ENTERPRISE,3,597,7164,0,0,0,0,monthly,1,,,ACTIVE
S-851743,A-443b7c,2024-10-27,,PRO,13,637,7644,0,1,0,0,monthly,1,,,UPGRADED
S-8bfab5,A-af0cd2,2024-05-30,2024-12-14,PRO,19,931,11172,0,0,0,1,monthly,1,198.0,6.6,CHURNED
S-f5d8ce,A-756192,2023-10-27,,PRO,19,931,11172,0,0,0,0,monthly,0,,,ACTIVE
S-58a152,A-90a8c8,2024-12-03,,ENTERPRISE,15,2985,35820,0,0,0,0,monthly,0,,,ACTIVE
S-ec41f7,A-8bde0c,2024-12-13,,ENTERPRISE,19,3781,45372,0,1,0,0,monthly,1,,,UPGRADED
S-8a4156,A-5a184f,2023-08-31,,PRO,19,0,0,1,0,0,0,annual,1,,,ACTIVE
S-b0af8f,A-ff79f2,2024-10-17,,ENTERPRISE,8,0,0,1,0,0,0,monthly,1,,,ACTIVE
S-6cafdf,A-6f8ad2,2024-12-27,,PRO,7,343,4116,0,0,0,0,annual,0,,,ACTIVE
S-708924,A-7a0d69,2024-09-12,,BASIC,22,0,0,1,0,0,0,annual,1,,,ACTIVE
S-fced99,A-39b19f,2024-10-03,,ENTERPRISE,42,0,0,1,0,0,0,monthly,1,,,ACTIVE
S-8c61f4,A-72799b,2024-04-17,,BASIC,34,646,7752,0,0,0,0,annual,0,,,ACTIVE
S-2daa17,A-c62e55,2024-05-05,,ENTERPRISE,15,2985,35820,0,0,0,0,monthly,1,,,ACTIVE
S-81fe83,A-b48f73,2024-11-15,,BASIC,80,1520,18240,0,0,0,0,monthly,1,,,ACTIVE
S-53f831,A-82861f,2024-07-29,,BASIC,41,779,9348,0,0,0,0,monthly,0,,,ACTIVE
S-fe0c52,A-6f8ad2,2024-07-22,,BASIC,29,0,0,1,0,0,0,monthly,0,,,ACTIVE
S-6d3f0b,A-82d8a6,2024-12-16,,BASIC,36,684,8208,0,0,0,0,annual,1,,,ACTIVE
S-25b756,A-d82ef9,2024-07-30,,PRO,58,2842,34104,0,1,0,0,annual,1,,,UPGRADED
S-c899a3,A-2446e3,2024-01-21,,PRO,27,1323,15876,0,0,1,0,monthly,1,,,DOWNGRADED
S-05ef15,A-d42431,2024-10-24,,BASIC,35,665,7980,0,0,0,0,monthly,1,,,ACTIVE
S-8ececc,A-533452,2024-12-15,,PRO,9,441,5292,0,0,0,0,annual,1,,,ACTIVE
S-a24db6,A-96215d,2024-09-13,,ENTERPRISE,14,2786,33432,0,1,0,0,monthly,1,,,UPGRADED
S-9acc7f,A-4437e4,2024-07-10,,ENTERPRISE,16,3184,38208,0,0,0,0,monthly,1,,,ACTIVE
S-bb1a91,A-5c046d,2024-08-18,,BASIC,93,1767,21204,0,0,0,0,annual,1,,,ACTIVE
S-80c296,A-e888d1,2024-12-19,,PRO,17,833,9996,0,0,0,0,monthly,1,,,ACTIVE
S-275d57,A-b3fe05,2024-11-11,,BASIC,15,285,3420,0,0,0,0,monthly,1,,,ACTIVE
S-6ca46a,A-0cc442,2024-09-25,,ENTERPRISE,53,10547,126564,0,1,0,0,annual,1,,,UPGRADED
S-98845b,A-db5e9e,2024-11-15,,BASIC,42,798,9576,0,0,0,0,annual,1,,,ACTIVE
S-fb285f,A-82d8a6,2024-12-22,,BASIC,32,608,7296,0,0,0,0,annual,1,,,ACTIVE
S-da9f05,A-151c9a,2023-05-08,,PRO,23,1127,13524,0,0,1,0,annual,1,,,DOWNGRADED
S-9f38a5,A-cc102e,2024-05-30,,BASIC,13,247,2964,0,0,0,0,monthly,1,,,ACTIVE
S-dc7143,A-3ce5b8,2024-04-28,,ENTERPRISE,14,2786,33432,0,0,0,0,monthly,1,,,ACTIVE
S-68ecd5,A-684255,2024-08-18,,ENTERPRISE,9,1791,21492,0,0,0,0,annual,1,,,ACTIVE
S-601bbe,A-0532a9,2024-11-26,,PRO,21,1029,12348,0,1,0,0,monthly,0,,,UPGRADED
S-a34e37,A-10b8da,2024-04-27,,ENTERPRISE,23,0,0,1,0,0,0,annual,1,,,ACTIVE
S-0a70a3,A-5b051a,2024-10-21,2024-12-24,BASIC,22,418,5016,0,0,0,1,annual,1,64.0,2.1,CHURNED
S-de543d,A-1e50e0,2023-04-25,2024-01-13,ENTERPRISE,19,0,0,1,0,0,1,annual,1,263.0,8.8,CHURNED
S-084e4f,A-054577,2024-11-22,,BASIC,25,475,5700,0,0,0,0,annual,0,,,ACTIVE
S-febd10,A-e61e98,2024-01-05,,PRO,32,0,0,1,0,0,0,annual,1,,,ACTIVE
S-25a969,A-c9bb3e,2024-06-02,,BASIC,15,285,3420,0,0,0,0,annual,1,,,ACTIVE
S-5d299e,A-560d27,2024-10-25,,ENTERPRISE,23,4577,54924,0,0,0,0,monthly,1,,,ACTIVE
S-5a1fc3,A-05d3b3,2024-01-29,,ENTERPRISE,13,2587,31044,0,0,0,0,monthly,1,,,ACTIVE
S-af854c,A-cab532,2024-02-16,,ENTERPRISE,58,0,0,1,0,0,0,annual,1,,,ACTIVE
S-70b1cf,A-4ae22a,2024-09-24,,BASIC,28,532,6384,0,0,0,0,monthly,1,,,ACTIVE
S-feaca1,A-2ebb4b,2023-10-03,,ENTERPRISE,65,12935,155220,0,0,0,0,monthly,1,,,ACTIVE
S-f1aa04,A-7f4db3,2023-07-24,,PRO,7,343,4116,0,0,0,0,monthly,1,,,ACTIVE
S-ca0eb1,A-6e08f3,2023-07-25,,ENTERPRISE,24,0,0,1,0,0,0,monthly,1,,,ACTIVE
S-a4b1af,A-17939a,2024-12-26,,ENTERPRISE,13,2587,31044,0,0,0,0,monthly,1,,,ACTIVE
S-b15faf,A-3a5ad8,2024-05-15,,BASIC,95,1805,21660,0,0,0,0,monthly,1,,,ACTIVE
S-108282,A-49b828,2024-03-26,,PRO,30,1470,17640,0,0,0,0,annual,1,,,ACTIVE
S-9b623b,A-712426,2024-12-08,,ENTERPRISE,13,2587,31044,0,0,0,0,annual,1,,,ACTIVE
S-b28ec2,A-ee42db,2023-11-03,,BASIC,33,627,7524,0,0,0,0,monthly,0,,,ACTIVE
S-d1ef4d,A-3a5ad8,2023-12-18,,ENTERPRISE,9,0,0,1,0,0,0,annual,1,,,ACTIVE
S-c4a98e,A-ced9aa,2024-12-16,,ENTERPRISE,5,995,11940,0,0,0,0,monthly,1,,,ACTIVE
S-bff8c5,A-202b67,2024-07-18,,BASIC,11,209,2508,0,0,0,0,monthly,1,,,ACTIVE
S-3401bf,A-1619f8,2024-06-09,,ENTERPRISE,55,10945,131340,0,0,0,0,annual,1,,,ACTIVE
S-a583df,A-84ebe4,2024-08-07,,ENTERPRISE,45,8955,107460,0,0,0,0,annual,1,,,ACTIVE
S-f80617,A-d4ac0e,2024-10-28,2024-12-16,BASIC,18,342,4104,0,0,0,1,annual,1,49.0,1.6,CHURNED
S-e7e013,A-241e75,2024-08-07,,BASIC,18,342,4104,0,0,0,0,monthly,0,,,ACTIVE
S-4d2392,A-e61e98,2023-11-05,,PRO,19,931,11172,0,1,0,0,monthly,0,,,UPGRADED
S-f6b264,A-4a4c2d,2024-02-02,,PRO,54,2646,31752,0,0,0,0,monthly,0,,,ACTIVE
S-c8fd93,A-0354fe,2024-11-16,2024-11-20,BASIC,34,646,7752,0,1,0,1,monthly,1,4.0,0.1,CHURNED
S-f60667,A-b7ef83,2024-09-18,,ENTERPRISE,5,995,11940,0,1,0,0,annual,1,,,UPGRADED
S-8e602b,A-a33200,2024-10-26,,PRO,29,1421,17052,0,0,0,0,monthly,0,,,ACTIVE
S-2ba4ee,A-cab532,2024-05-21,,BASIC,20,0,0,1,0,0,0,annual,1,,,ACTIVE
S-ed75af,A-1f0636,2024-06-09,,PRO,105,5145,61740,0,1,0,0,monthly,1,,,UPGRADED
S-214d98,A-560d27,2024-06-01,,PRO,23,1127,13524,0,0,0,0,annual,0,,,ACTIVE
S-343642,A-3cc791,2024-01-31,,BASIC,25,0,0,1,0,0,0,annual,0,,,ACTIVE
S-f5c7b2,A-f44180,2023-03-25,,ENTERPRISE,9,1791,21492,0,0,0,0,annual,1,,,ACTIVE
S-33df6f,A-0baac2,2024-12-11,2024-12-12,ENTERPRISE,14,2786,33432,0,0,0,1,monthly,1,1.0,0.0,CHURNED
S-9225ac,A-eafc6e,2024-09-28,,PRO,31,0,0,1,0,0,0,annual,1,,,ACTIVE
S-a332ba,A-69b156,2024-04-15,2024-07-09,PRO,7,343,4116,0,0,0,1,annual,0,85.0,2.8,CHURNED
S-c2168a,A-37f969,2024-08-22,,BASIC,30,570,6840,0,0,0,0,monthly,1,,,ACTIVE
S-31090f,A-328bd0,2024-08-20,,BASIC,18,342,4104,0,0,0,0,monthly,0,,,ACTIVE
S-f316d5,A-f25509,2024-12-26,,BASIC,57,1083,12996,0,0,1,0,annual,1,,,DOWNGRADED
S-6d0817,A-fa2041,2024-08-19,,PRO,21,1029,12348,0,0,0,0,monthly,1,,,ACTIVE
S-b63db8,A-faa28c,2024-09-18,,ENTERPRISE,48,9552,114624,0,0,0,0,monthly,0,,,ACTIVE
S-cfcd07,A-4a267b,2024-08-29,,BASIC,25,0,0,1,0,0,0,annual,1,,,ACTIVE
S-c192eb,A-ff79f2,2024-10-19,,ENTERPRISE,83,16517,198204,0,0,0,0,monthly,1,,,ACTIVE
S-bfc0f8,A-7cfe77,2024-08-10,,BASIC,69,1311,15732,0,0,0,0,monthly,1,,,ACTIVE
S-90525e,A-ed510f,2024-04-21,,ENTERPRISE,42,8358,100296,0,0,0,0,annual,1,,,ACTIVE
S-4d9bfd,A-2bc93d,2024-08-31,,ENTERPRISE,14,0,0,1,0,0,0,annual,1,,,ACTIVE
S-741431,A-6e7827,2024-08-30,,ENTERPRISE,11,2189,26268,0,0,0,0,monthly,1,,,ACTIVE
S-c3660c,A-779e4e,2024-07-18,,PRO,5,245,2940,0,0,0,0,monthly,1,,,ACTIVE
S-9a8d01,A-751c58,2024-08-30,,PRO,33,1617,19404,0,1,0,0,monthly,0,,,UPGRADED
S-18e3a5,A-c43359,2024-11-25,2024-11-28,BASIC,38,722,8664,0,0,0,1,annual,1,3.0,0.1,CHURNED
S-a04ba5,A-afa505,2024-06-02,,ENTERPRISE,70,13930,167160,0,0,0,0,annual,1,,,ACTIVE
S-be601b,A-8ae05d,2024-07-07,,BASIC,86,1634,19608,0,0,0,0,monthly,1,,,ACTIVE
S-951de6,A-ccb686,2024-05-04,2024-10-10,BASIC,10,190,2280,0,0,0,1,annual,1,159.0,5.3,CHURNED
S-665df9,A-a0ca4e,2024-10-28,,PRO,11,539,6468,0,0,0,0,annual,1,,,ACTIVE
S-a0f3f7,A-c37cab,2024-07-30,,ENTERPRISE,21,4179,50148,0,0,0,0,annual,1,,,ACTIVE
S-e090ae,A-e2cd1b,2024-05-25,,ENTERPRISE,15,2985,35820,0,0,0,0,annual,1,,,ACTIVE
S-dad08c,A-977ca0,2024-04-14,,PRO,20,0,0,1,0,0,0,monthly,1,,,ACTIVE
S-053142,A-ffc04f,2024-11-06,,BASIC,16,304,3648,0,0,0,0,monthly,1,,,ACTIVE
S-5a6941,A-4a267b,2024-09-22,,PRO,25,1225,14700,0,0,0,0,monthly,1,,,ACTIVE
S-856241,A-32fb14,2023-09-12,,BASIC,26,494,5928,0,0,0,0,monthly,1,,,ACTIVE
S-eaa2c2,A-2ebb4b,2024-05-06,,BASIC,41,779,9348,0,0,0,0,monthly,1,,,ACTIVE
S-e567db,A-716841,2024-05-14,,ENTERPRISE,45,0,0,1,0,0,0,annual,1,,,ACTIVE
S-94fc5d,A-86902e,2023-07-30,,BASIC,34,0,0,1,0,0,0,monthly,1,,,ACTIVE
S-474b5a,A-05d3b3,2023-11-26,,BASIC,11,209,2508,0,0,0,0,annual,0,,,ACTIVE
S-bf304b,A-89ee83,2024-12-27,,ENTERPRISE,18,3582,42984,0,0,0,0,monthly,1,,,ACTIVE
S-b22602,A-b9f5b1,2024-05-04,2024-09-29,ENTERPRISE,39,0,0,1,0,0,1,annual,1,148.0,4.9,CHURNED
S-09c11e,A-19b2c8,2023-07-12,,BASIC,20,380,4560,0,0,0,0,annual,0,,,ACTIVE
S-13d6d1,A-ff79f2,2024-07-28,,PRO,10,490,5880,0,0,0,0,monthly,0,,,ACTIVE
S-9eda4d,A-524364,2024-12-31,,ENTERPRISE,3,0,0,1,0,0,0,monthly,1,,,ACTIVE
S-779baa,A-eafc6e,2024-10-30,,BASIC,30,0,0,1,0,0,0,monthly,1,,,ACTIVE
S-20952f,A-d82ef9,2024-09-10,,PRO,26,1274,15288,0,0,0,0,annual,1,,,ACTIVE
S-d2fae0,A-2789e3,2024-10-10,,ENTERPRISE,11,0,0,1,0,0,0,monthly,1,,,ACTIVE
S-0206eb,A-883b7d,2024-04-26,,BASIC,31,589,7068,0,0,0,0,monthly,1,,,ACTIVE
S-3bd95c,A-51ec1b,2024-11-12,,ENTERPRISE,17,3383,40596,0,1,0,0,annual,1,,,UPGRADED
S-88cb91,A-cab532,2024-12-16,,PRO,35,1715,20580,0,0,0,0,annual,1,,,ACTIVE
S-bb45bb,A-b07346,2024-12-22,,ENTERPRISE,51,10149,121788,0,0,0,0,annual,0,,,ACTIVE
S-5c631b,A-b7ef83,2024-07-01,,ENTERPRISE,26,5174,62088,0,0,0,0,annual,0,,,ACTIVE
S-6f6fca,A-560d27,2024-11-07,,ENTERPRISE,50,0,0,1,1,0,0,annual,1,,,UPGRADED
S-b6ab32,A-dbc825,2024-04-08,2024-08-05,ENTERPRISE,19,3781,45372,0,0,0,1,annual,1,119.0,4.0,CHURNED
S-9a6596,A-503d5a,2023-10-21,,BASIC,49,931,11172,0,0,1,0,monthly,1,,,DOWNGRADED
S-8e5df4,A-b3fe05,2024-11-04,,BASIC,15,285,3420,0,0,0,0,monthly,1,,,ACTIVE
S-d2624d,A-4e0e85,2024-07-19,,PRO,6,294,3528,0,0,0,0,annual,0,,,ACTIVE
S-3c1038,A-30b4ca,2024-08-13,,PRO,86,0,0,1,0,0,0,monthly,1,,,ACTIVE
S-ee53e8,A-1b9609,2024-09-03,,BASIC,17,323,3876,0,0,0,0,annual,1,,,ACTIVE
S-11eef4,A-5c046d,2024-07-23,,PRO,93,4557,54684,0,0,0,0,annual,1,,,ACTIVE
S-9a065e,A-92a3af,2024-11-24,,PRO,25,1225,14700,0,0,0,0,monthly,1,,,ACTIVE
S-7a2991,A-4d1e75,2024-11-14,,PRO,39,1911,22932,0,0,0,0,annual,1,,,ACTIVE
S-ca136e,A-cb5333,2024-04-09,,BASIC,44,836,10032,0,0,0,0,monthly,1,,,ACTIVE
S-52b9a9,A-86902e,2024-04-12,,ENTERPRISE,34,6766,81192,0,1,0,0,annual,1,,,UPGRADED
S-712e04,A-cc98bc,2024-09-20,,BASIC,32,0,0,1,0,0,0,monthly,1,,,ACTIVE
S-70e232,A-331424,2024-01-24,,ENTERPRISE,11,2189,26268,0,0,0,0,annual,1,,,ACTIVE
S-04911c,A-bc87bc,2024-12-01,2024-12-15,PRO,3,0,0,1,0,0,1,annual,1,14.0,0.5,CHURNED
S-384681,A-e08cd3,2024-12-25,,BASIC,67,1273,15276,0,0,1,0,annual,1,,,DOWNGRADED
S-875cf3,A-54ecc2,2024-04-29,,ENTERPRISE,30,5970,71640,0,0,0,0,monthly,1,,,ACTIVE
S-335e1e,A-22f2df,2024-12-24,,PRO,40,1960,23520,0,0,0,0,monthly,1,,,ACTIVE
S-da8d5f,A-55f257,2024-03-06,,PRO,14,686,8232,0,0,0,0,monthly,1,,,ACTIVE
S-8cd315,A-c1e51e,2024-11-19,,ENTERPRISE,55,10945,131340,0,0,0,0,monthly,1,,,ACTIVE
S-0bb284,A-b07b56,2024-12-16,,PRO,27,1323,15876,0,0,0,0,monthly,0,,,ACTIVE
S-0283b5,A-443f6f,2024-12-10,,PRO,19,931,11172,0,0,0,0,annual,1,,,ACTIVE
S-9a8f71,A-a7bd4b,2023-03-19,,PRO,8,392,4704,0,0,0,0,annual,1,,,ACTIVE
S-44c9ae,A-f3ff05,2024-11-10,,BASIC,2,0,0,1,0,0,0,annual,0,,,ACTIVE
S-c98905,A-de24d5,2024-12-28,,PRO,5,245,2940,0,0,0,0,monthly,0,,,ACTIVE
S-bcbe03,A-2789e3,2024-10-22,,BASIC,11,209,2508,0,0,0,0,monthly,0,,,ACTIVE
S-9871f4,A-8e47ca,2024-03-05,,BASIC,19,361,4332,0,0,0,0,monthly,1,,,ACTIVE
S-635c1e,A-b2af2e,2024-12-31,,BASIC,54,1026,12312,0,0,1,0,annual,0,,,DOWNGRADED
S-d32fbc,A-798a3f,2024-07-01,,BASIC,12,228,2736,0,0,0,0,monthly,1,,,ACTIVE
S-17e05f,A-fa3095,2024-12-18,,PRO,70,3430,41160,0,0,0,0,annual,1,,,ACTIVE
S-9c6bd0,A-075038,2024-04-11,,BASIC,17,323,3876,0,0,0,0,monthly,1,,,ACTIVE
S-90d405,A-d62e02,2024-12-30,,ENTERPRISE,6,1194,14328,0,0,0,0,monthly,0,,,ACTIVE
S-d80516,A-f19409,2023-04-22,,PRO,44,2156,25872,0,1,0,0,annual,1,,,UPGRADED
S-425607,A-ffdfd5,2024-06-11,,BASIC,21,399,4788,0,0,0,0,annual,1,,,ACTIVE
S-0eb2e0,A-970c97,2024-03-23,,ENTERPRISE,14,2786,33432,0,0,0,0,monthly,1,,,ACTIVE
S-fe753c,A-0532a9,2024-11-23,,BASIC,19,361,4332,0,0,0,0,monthly,1,,,ACTIVE
S-cb54dc,A-560d27,2024-11-17,,ENTERPRISE,42,0,0,1,0,0,0,annual,0,,,ACTIVE
S-e338a1,A-d40bf7,2024-12-14,,PRO,59,2891,34692,0,0,0,0,monthly,1,,,ACTIVE
S-441ab2,A-e36807,2024-07-07,,BASIC,25,0,0,1,0,0,0,annual,1,,,ACTIVE
S-bb9299,A-7da956,2024-10-16,,PRO,13,0,0,1,0,0,0,annual,1,,,ACTIVE
S-07c505,A-bc4d48,2024-07-12,,PRO,35,1715,20580,0,1,0,0,monthly,1,,,UPGRADED
S-cd3a01,A-98a59a,2024-05-10,,BASIC,56,1064,12768,0,0,0,0,monthly,0,,,ACTIVE
S-9d78e2,A-d3c88e,2024-12-28,,ENTERPRISE,47,9353,112236,0,0,0,0,monthly,1,,,ACTIVE
S-8ca516,A-f19409,2024-09-21,,PRO,23,1127,13524,0,0,0,0,annual,1,,,ACTIVE
S-cafa84,A-bbc346,2024-09-16,,ENTERPRISE,19,3781,45372,0,0,0,0,annual,1,,,ACTIVE
S-92f4b4,A-6da850,2024-02-09,,BASIC,18,342,4104,0,0,0,0,monthly,1,,,ACTIVE
S-1ad713,A-f97b9a,2024-06-19,,ENTERPRISE,16,3184,38208,0,0,0,0,annual,1,,,ACTIVE
S-d9eb73,A-32fb14,2023-07-18,,BASIC,26,0,0,1,0,0,0,annual,1,,,ACTIVE
S-31ac79,A-f19b24,2024-12-01,,BASIC,29,551,6612,0,0,0,0,monthly,1,,,ACTIVE
S-2f8dbb,A-13466a,2023-11-18,2024-06-23,BASIC,2,38,456,0,0,0,1,annual,0,218.0,7.3,CHURNED
S-f554b0,A-faa28c,2024-11-30,,ENTERPRISE,48,9552,114624,0,1,0,0,annual,1,,,UPGRADED
S-81d63a,A-c62e55,2024-02-07,,PRO,56,2744,32928,0,0,0,0,annual,1,,,ACTIVE
S-1b6221,A-f6b2fb,2024-06-12,2024-12-23,ENTERPRISE,23,0,0,1,0,0,1,monthly,0,194.0,6.5,CHURNED
S-e1ee60,A-712533,2024-11-18,,ENTERPRISE,18,3582,42984,0,0,0,0,monthly,1,,,ACTIVE
S-44c5dd,A-eb7c38,2024-10-21,,BASIC,5,95,1140,0,0,0,0,annual,0,,,ACTIVE
S-f0fe0a,A-d5a319,2024-08-22,,PRO,24,1176,14112,0,0,0,0,monthly,1,,,ACTIVE
S-653165,A-ac85cd,2024-09-26,2024-12-13,BASIC,53,1007,12084,0,0,0,1,annual,1,78.0,2.6,CHURNED
S-5c8af8,A-a2485e,2024-11-05,,PRO,10,490,5880,0,0,0,0,monthly,1,,,ACTIVE
S-878fe0,A-5a215a,2024-12-10,,PRO,87,4263,51156,0,0,0,0,annual,1,,,ACTIVE
S-4d8a27,A-977ca0,2024-07-03,,BASIC,20,380,4560,0,1,0,0,monthly,1,,,UPGRADED
S-5c4ef1,A-922109,2024-03-23,,PRO,38,1862,22344,0,0,0,0,annual,1,,,ACTIVE
S-d4c0a0,A-81edc3,2024-01-25,,PRO,18,882,10584,0,0,0,0,annual,1,,,ACTIVE
S-2d62ad,A-dcc2f0,2023-11-29,,ENTERPRISE,15,2985,35820,0,0,0,0,monthly,1,,,ACTIVE
S-7d2c1b,A-34d880,2024-06-04,,PRO,9,0,0,1,0,0,0,monthly,1,,,ACTIVE
S-6bfd97,A-016043,2024-10-16,,ENTERPRISE,59,0,0,1,1,0,0,annual,1,,,UPGRADED
S-b4c914,A-bd4513,2024-12-13,,PRO,50,2450,29400,0,1,0,0,monthly,1,,,UPGRADED
S-e9e03c,A-e40f45,2024-08-20,,ENTERPRISE,21,4179,50148,0,1,0,0,monthly,1,,,UPGRADED
S-906b0c,A-712533,2024-12-05,,PRO,18,882,10584,0,0,0,0,monthly,0,,,ACTIVE
S-783694,A-fa3095,2023-12-18,,ENTERPRISE,70,13930,167160,0,0,0,0,annual,1,,,ACTIVE
S-9c5590,A-9affe6,2024-06-09,,ENTERPRISE,7,1393,16716,0,0,0,0,annual,1,,,ACTIVE
S-b7c506,A-c37cab,2024-09-27,,BASIC,30,570,6840,0,0,0,0,monthly,1,,,ACTIVE
S-48ce17,A-d42431,2024-12-08,,ENTERPRISE,22,4378,52536,0,0,0,0,annual,1,,,ACTIVE
S-a2aa70,A-4d1e75,2024-12-17,,PRO,47,0,0,1,0,0,0,monthly,0,,,ACTIVE
S-6ff09c,A-d62e02,2024-12-11,,BASIC,16,304,3648,0,0,0,0,annual,1,,,ACTIVE
S-b40b4d,A-9f0b68,2024-08-09,,BASIC,36,684,8208,0,0,0,0,monthly,1,,,ACTIVE
S-c51ab8,A-82861f,2024-11-19,,ENTERPRISE,41,8159,97908,0,0,0,0,annual,0,,,ACTIVE
S-07ace5,A-71615e,2024-09-21,,ENTERPRISE,32,6368,76416,0,0,0,0,monthly,1,,,ACTIVE
S-e715bb,A-6a4e2d,2023-11-15,,BASIC,14,266,3192,0,0,0,0,monthly,1,,,ACTIVE
S-fcfb31,A-089363,2023-10-03,,ENTERPRISE,31,0,0,1,0,0,0,monthly,0,,,ACTIVE
S-8cb02e,A-de24d5,2024-12-09,2024-12-21,PRO,77,3773,45276,0,0,0,1,annual,1,12.0,0.4,CHURNED
S-79ba6e,A-fd7ad3,2024-11-14,,ENTERPRISE,24,0,0,1,0,0,0,annual,1,,,ACTIVE
S-4f2ca8,A-544d0a,2024-09-24,,ENTERPRISE,64,12736,152832,0,0,0,0,annual,1,,,ACTIVE
S-c97604,A-d77f4c,2024-05-04,,ENTERPRISE,13,2587,31044,0,0,0,0,annual,1,,,ACTIVE
S-595693,A-2d4502,2024-09-25,,BASIC,67,0,0,1,0,0,0,annual,1,,,ACTIVE
S-276d44,A-87aa7b,2024-06-17,,PRO,24,1176,14112,0,0,0,0,monthly,1,,,ACTIVE
S-6c9ec4,A-b9eed8,2024-11-30,,BASIC,18,342,4104,0,0,0,0,monthly,1,,,ACTIVE
S-e33883,A-f9cc74,2024-12-22,,PRO,30,0,0,1,0,0,0,monthly,1,,,ACTIVE
S-c25e9d,A-cc1d8d,2024-12-17,,BASIC,5,95,1140,0,0,0,0,monthly,0,,,ACTIVE
S-1d7e7f,A-d922bf,2024-09-01,2024-10-21,ENTERPRISE,15,2985,35820,0,0,0,1,annual,1,50.0,1.7,CHURNED
S-c9199e,A-d4ac0e,2024-11-01,,PRO,33,1617,19404,0,1,0,0,annual,1,,,UPGRADED
S-cdc347,A-8ed5dd,2024-01-31,,ENTERPRISE,5,995,11940,0,0,0,0,monthly,1,,,ACTIVE
S-3df0c3,A-922109,2024-04-06,,BASIC,72,1368,16416,0,0,0,0,annual,1,,,ACTIVE
S-ea4844,A-c16b88,2024-06-03,,PRO,23,1127,13524,0,0,0,0,monthly,1,,,ACTIVE
S-a1d3ad,A-8ae05d,2024-06-09,,BASIC,86,0,0,1,0,0,0,monthly,1,,,ACTIVE
S-19b415,A-f446b6,2023-05-28,,BASIC,30,570,6840,0,0,0,0,annual,1,,,ACTIVE
S-4df6ec,A-c9bb3e,2024-11-02,,BASIC,10,190,2280,0,0,0,0,monthly,1,,,ACTIVE
S-8dfd77,A-2922b6,2024-12-25,,PRO,20,980,11760,0,1,0,0,annual,0,,,UPGRADED
S-126e7e,A-0f7d77,2024-12-21,,ENTERPRISE,7,1393,16716,0,0,0,0,monthly,0,,,ACTIVE
S-b608f5,A-977ca0,2024-07-25,,PRO,31,1519,18228,0,0,0,0,annual,1,,,ACTIVE
S-1c45b4,A-13466a,2024-04-20,,BASIC,65,0,0,1,0,0,0,monthly,1,,,ACTIVE
S-4a8fda,A-e1462e,2024-11-20,,BASIC,15,285,3420,0,0,0,0,annual,0,,,ACTIVE
S-ccc10f,A-87aa7b,2024-11-19,,BASIC,24,456,5472,0,0,0,0,annual,1,,,ACTIVE
S-689032,A-410e86,2024-12-14,2024-12-25,ENTERPRISE,24,0,0,1,0,0,1,monthly,0,11.0,0.4,CHURNED
S-5e5ff0,A-832ec2,2024-09-04,,PRO,6,0,0,1,0,0,0,annual,1,,,ACTIVE
S-bf43b4,A-6f8ad2,2024-12-04,,PRO,41,2009,24108,0,0,0,0,monthly,1,,,ACTIVE
S-379d32,A-a8b49c,2024-10-13,,ENTERPRISE,22,4378,52536,0,1,0,0,annual,1,,,UPGRADED
